incidnt_num,category,descript,day_of_week,date,time,pd_district,resolution,address,lon,lat,location,id
1.31028911E8,NON-CRIMINAL,FOUND PROPERTY,Friday,12/06/2013 08:00:00 AM +0000,06:30,MISSION,NONE,600 Block of VALENCIA ST,-122.421737705281,37.7629080944622,"(37.7629080944622, -122.421737705281)",18278
1.40022558E8,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,01/07/2014 08:00:00 AM +0000,19:00,INGLESIDE,NONE,ITALY AV / MISSION ST,-122.439500592068,37.718466980829,"(37.718466980829, -122.439500592068)",8438
1.31001644E8,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,11/26/2013 08:00:00 AM +0000,10:30,MISSION,NONE,VALENCIA ST / 16TH ST,-122.421886357981,37.7649178909423,"(37.7649178909423, -122.421886357981)",21278
1.31001581E8,ROBBERY,"ROBBERY, ARMED WITH A DANGEROUS WEAPON",Saturday,11/23/2013 08:00:00 AM +0000,02:30,MISSION,NONE,18TH ST / CASTRO ST,-122.435002864298,37.7608878061194,"(37.7608878061194, -122.435002864298)",22294
1.4006298E8,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,01/22/2014 08:00:00 AM +0000,09:47,BAYVIEW,PSYCHOPATHIC CASE,0 Block of BOWMAN CT,-122.382096856981,37.7379686350439,"(37.7379686350439, -122.382096856981)",3226
1.30989275E8,NON-CRIMINAL,FOUND PROPERTY,Friday,11/22/2013 08:00:00 AM +0000,06:48,TENDERLOIN,NONE,0 Block of GROVE ST,-122.416615035818,37.7785451261078,"(37.7785451261078, -122.416615035818)",22782
1.4006515E8,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,01/22/2014 08:00:00 AM +0000,21:29,NORTHERN,NONE,3600 Block of LYON ST,-122.448223929422,37.8040873634961,"(37.8040873634961, -122.448223929422)",3167
1.36236313E8,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,12/14/2013 08:00:00 AM +0000,14:00,CENTRAL,NONE,JONES ST / VALLEJO ST,-122.415386922809,37.7977503747336,"(37.7977503747336, -122.415386922809)",15523
1.46006297E8,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,01/06/2014 08:00:00 AM +0000,12:00,SOUTHERN,NONE,0 Block of JESSIE ST,-122.398606320008,37.7898322763891,"(37.7898322763891, -122.398606320008)",8758
1.36229073E8,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,11/30/2013 08:00:00 AM +0000,14:25,CENTRAL,NONE,THE EMBARCADERONORTH ST / GREEN ST,-122.398861971113,37.8007809996037,"(37.8007809996037, -122.398861971113)",19960
1.46018026E8,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,01/23/2014 08:00:00 AM +0000,21:00,INGLESIDE,NONE,0 Block of WRIGHT ST,-122.463510804077,37.7110220745382,"(37.7110220745382, -122.463510804077)",2855
1.30961392E8,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,11/13/2013 08:00:00 AM +0000,03:22,CENTRAL,"ARREST, CITED",MONTGOMERY ST / BUSH ST,-122.402384024411,37.7909700100406,"(37.7909700100406, -122.402384024411)",26088
1.30993668E8,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Saturday,11/23/2013 08:00:00 AM +0000,00:01,MISSION,NONE,DOLORES ST / 17TH ST,-122.426228446916,37.7630312947078,"(37.7630312947078, -122.426228446916)",22166
1.4006934E8,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,01/24/2014 08:00:00 AM +0000,09:39,INGLESIDE,"ARREST, CITED",GENEVA AV / CARTER ST,-122.423351630073,37.7092520553473,"(37.7092520553473, -122.423351630073)",2566
1.36243459E8,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,12/18/2013 08:00:00 AM +0000,19:30,SOUTHERN,NONE,FOLSOM ST / 8TH ST,-122.410065781604,37.7749906792592,"(37.7749906792592, -122.410065781604)",14074
1.46015997E8,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Monday,01/20/2014 08:00:00 AM +0000,02:30,CENTRAL,NONE,COLUMBUS AV / FILBERT ST,-122.411378573151,37.801125426297,"(37.801125426297, -122.411378573151)",3738
1.30990959E8,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Saturday,11/09/2013 08:00:00 AM +0000,03:00,MISSION,NONE,18TH ST / CHURCH ST,-122.428355366652,37.7612577113414,"(37.7612577113414, -122.428355366652)",27410
1.40024899E8,FRAUD,"CREDIT CARD, THEFT BY USE OF",Friday,12/20/2013 08:00:00 AM +0000,00:01,MISSION,NONE,1000 Block of VALENCIA ST,-122.421125625976,37.7565320881115,"(37.7565320881115, -122.421125625976)",13543
1.30939076E8,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,11/05/2013 08:00:00 AM +0000,13:10,TENDERLOIN,"ARREST, BOOKED",MARKET ST / 9TH ST,-122.416293820935,37.777493677735,"(37.777493677735, -122.416293820935)",28693
1.40058785E8,NON-CRIMINAL,COURTESY REPORT,Sunday,01/19/2014 08:00:00 AM +0000,13:00,INGLESIDE,NONE,0 Block of SGTJOHNVYOUNG LN,-122.446245077058,37.7249337972772,"(37.7249337972772, -122.446245077058)",4076
1.30961546E8,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,11/13/2013 08:00:00 AM +0000,06:53,SOUTHERN,"ARREST, CITED",600 Block of MINNA ST,-122.410802200791,37.7785164937393,"(37.7785164937393, -122.410802200791)",26051
1.31009331E8,TRESPASS,TRESPASSING,Friday,11/29/2013 08:00:00 AM +0000,14:13,MISSION,"ARREST, BOOKED",1000 Block of POTRERO AV,-122.406656623063,37.7568256145423,"(37.7568256145423, -122.406656623063)",20519
1.31006133E8,OTHER OFFENSES,PROBATION VIOLATION,Wednesday,11/27/2013 08:00:00 AM +0000,22:27,MISSION,"ARREST, BOOKED",2000 Block of MISSION ST,-122.419584087689,37.7645786907183,"(37.7645786907183, -122.419584087689)",21039
1.31070586E8,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,12/20/2013 08:00:00 AM +0000,10:12,SOUTHERN,"ARREST, CITED",HARRISON ST / 10TH ST,-122.411279189969,37.7715785765043,"(37.7715785765043, -122.411279189969)",13690
1.31046377E8,MISSING PERSON,MISSING ADULT,Thursday,12/12/2013 08:00:00 AM +0000,13:00,CENTRAL,LOCATED,0 Block of BELDEN ST,-122.40373843861,37.7909065219948,"(37.7909065219948, -122.40373843861)",16301
1.30955812E8,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,11/10/2013 08:00:00 AM +0000,10:00,CENTRAL,NONE,1100 Block of PINE ST,-122.415089131227,37.7902020875076,"(37.7902020875076, -122.415089131227)",26875
1.31015021E8,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,12/01/2013 08:00:00 AM +0000,11:00,BAYVIEW,NONE,CARROLL AV / FITCH ST,-122.384088266199,37.7196684684616,"(37.7196684684616, -122.384088266199)",19758
1.30956183E8,FORGERY/COUNTERFEITING,"MONEY, CHANGING FACE AMOUNT",Monday,11/11/2013 08:00:00 AM +0000,13:24,TENDERLOIN,PROSECUTED BY OUTSIDE AGENCY,GOLDEN GATE AV / LEAVENWORTH ST,-122.413869632554,37.7818621883021,"(37.7818621883021, -122.413869632554)",26546
1.36224857E8,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,11/22/2013 08:00:00 AM +0000,23:30,CENTRAL,NONE,400 Block of BEACH ST,-122.417168421235,37.8070510564971,"(37.8070510564971, -122.417168421235)",22640
1.30976313E8,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Monday,11/18/2013 08:00:00 AM +0000,04:00,BAYVIEW,NONE,800 Block of JAMESTOWN AV,-122.390892767477,37.7169097436298,"(37.7169097436298, -122.390892767477)",24159
1.40089172E8,OTHER OFFENSES,RESISTING ARREST,Thursday,01/30/2014 08:00:00 AM +0000,16:04,SOUTHERN,"ARREST, CITED",900 Block of MISSION ST,-122.407388799584,37.7819676858862,"(37.7819676858862, -122.407388799584)",599
1.40069845E8,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Wednesday,01/22/2014 08:00:00 AM +0000,17:00,CENTRAL,NONE,0 Block of DASHIELL HAMMETT ST,-122.407966614742,37.790522142136,"(37.790522142136, -122.407966614742)",3307
1.40094513E8,NON-CRIMINAL,LOST PROPERTY,Saturday,01/25/2014 08:00:00 AM +0000,00:01,TENDERLOIN,NONE,300 Block of TURK ST,-122.414898165258,37.7827201971901,"(37.7827201971901, -122.414898165258)",2172
1.4601241E8,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,01/09/2014 08:00:00 AM +0000,00:41,SOUTHERN,NONE,400 Block of TOWNSEND ST,-122.398373480984,37.7744605071916,"(37.7744605071916, -122.398373480984)",7720
1.30928336E8,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Friday,11/01/2013 07:00:00 AM +0000,15:15,CENTRAL,"ARREST, BOOKED",1200 Block of WASHINGTON ST,-122.413466375029,37.7942953109538,"(37.7942953109538, -122.413466375029)",30210
1.46021552E8,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Friday,01/31/2014 08:00:00 AM +0000,16:00,NORTHERN,NONE,GOLDEN GATE AV / VANNESS AV,-122.420439512717,37.7810308461783,"(37.7810308461783, -122.420439512717)",57
1.30975224E8,ASSAULT,BATTERY,Sunday,11/17/2013 08:00:00 AM +0000,09:00,MISSION,NONE,17TH ST / MISSION ST,-122.419515708406,37.7634292328496,"(37.7634292328496, -122.419515708406)",24479
1.30984902E8,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Wednesday,11/20/2013 08:00:00 AM +0000,20:30,CENTRAL,"ARREST, CITED",500 Block of BROADWAY ST,-122.405586096616,37.7980378480773,"(37.7980378480773, -122.405586096616)",23529
1.40019323E8,FRAUD,"CREDIT CARD, THEFT BY USE OF",Sunday,12/01/2013 08:00:00 AM +0000,00:01,MISSION,UNFOUNDED,200 Block of COLLINGWOOD ST,-122.435716929778,37.758107697023,"(37.758107697023, -122.435716929778)",19601
1.36230848E8,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,12/08/2013 08:00:00 AM +0000,12:00,NORTHERN,NONE,CALIFORNIA ST / FILLMORE ST,-122.433843066298,37.7889062433785,"(37.7889062433785, -122.433843066298)",17424
1.30976294E8,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,11/18/2013 08:00:00 AM +0000,00:01,TENDERLOIN,NONE,0 Block of OFARRELL ST,-122.405868922626,37.7866475793741,"(37.7866475793741, -122.405868922626)",23965
1.40064146E8,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Wednesday,01/22/2014 08:00:00 AM +0000,15:35,MISSION,NONE,200 Block of SANCARLOS ST,-122.419818427473,37.7599322416942,"(37.7599322416942, -122.419818427473)",3249
1.40007845E8,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/03/2014 08:00:00 AM +0000,11:30,CENTRAL,NONE,2200 Block of STOCKTON ST,-122.410293390667,37.8061385928068,"(37.8061385928068, -122.410293390667)",9535
1.30980524E8,MISSING PERSON,FOUND PERSON,Tuesday,11/19/2013 08:00:00 AM +0000,12:15,TENDERLOIN,LOCATED,100 Block of OFARRELL ST,-122.407243537688,37.7865430165881,"(37.7865430165881, -122.407243537688)",23636
1.30976244E8,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,11/18/2013 08:00:00 AM +0000,01:40,NORTHERN,NONE,900 Block of GEARY ST,-122.418240046102,37.786048004675,"(37.786048004675, -122.418240046102)",24173
1.36242655E8,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,12/15/2013 08:00:00 AM +0000,00:01,PARK,NONE,WILLARD ST / PARNASSUS AV,-122.454216519951,37.7643093899804,"(37.7643093899804, -122.454216519951)",15384
1.31021921E8,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,12/04/2013 08:00:00 AM +0000,00:04,CENTRAL,NONE,POST ST / POWELL ST,-122.408403859899,37.7882933915158,"(37.7882933915158, -122.408403859899)",18929
1.31017306E8,TRESPASS,TRESPASSING,Monday,12/02/2013 08:00:00 AM +0000,13:50,SOUTHERN,"ARREST, CITED",0 Block of UNITEDNATIONS PZ,-122.414965642852,37.779817117174,"(37.779817117174, -122.414965642852)",19503
1.31026034E8,ASSAULT,BATTERY,Tuesday,12/03/2013 08:00:00 AM +0000,13:20,BAYVIEW,NONE,600 Block of DEHARO ST,-122.401216423456,37.7615905150925,"(37.7615905150925, -122.401216423456)",19235
1.40016363E8,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,01/05/2014 08:00:00 AM +0000,17:00,NORTHERN,NONE,1200 Block of ELLIS ST,-122.427253744079,37.7830604921531,"(37.7830604921531, -122.427253744079)",9002
1.30931141E8,ASSAULT,BATTERY,Saturday,11/02/2013 07:00:00 AM +0000,12:50,TENDERLOIN,"ARREST, BOOKED",300 Block of OFARRELL ST,-122.410225059558,37.7861020865174,"(37.7861020865174, -122.410225059558)",29810
1.30960281E8,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Tuesday,11/12/2013 08:00:00 AM +0000,17:55,TENDERLOIN,"ARREST, BOOKED",0 Block of TURK ST,-122.410597539714,37.7832549644937,"(37.7832549644937, -122.410597539714)",26365
1.30993486E8,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,11/23/2013 08:00:00 AM +0000,13:15,BAYVIEW,"ARREST, CITED",MANSELL ST / SAN BRUNO AV,-122.401073706984,37.7215354316708,"(37.7215354316708, -122.401073706984)",22504
1.31022985E8,WARRANTS,WARRANT ARREST,Wednesday,12/04/2013 08:00:00 AM +0000,12:38,TENDERLOIN,NONE,EDDY ST / LEAVENWORTH ST,-122.414242955907,37.7837240254478,"(37.7837240254478, -122.414242955907)",18806
1.40022376E8,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,01/08/2014 08:00:00 AM +0000,16:14,TENDERLOIN,PSYCHOPATHIC CASE,300 Block of ELLIS ST,-122.411660654676,37.7850418528376,"(37.7850418528376, -122.411660654676)",8216
1.40062219E8,OTHER OFFENSES,PAROLE VIOLATION,Tuesday,01/21/2014 08:00:00 AM +0000,22:20,PARK,"ARREST, BOOKED",900 Block of CORBETT AV,-122.443522533071,37.750069630543,"(37.750069630543, -122.443522533071)",3594
1.3096776E8,OTHER OFFENSES,CONSPIRACY,Friday,11/15/2013 08:00:00 AM +0000,03:00,TARAVAL,"ARREST, BOOKED",1600 Block of HOLLOWAY AV,-122.477044837588,37.7208445829182,"(37.7208445829182, -122.477044837588)",25342
1.40018068E8,OTHER OFFENSES,RESISTING ARREST,Tuesday,01/07/2014 08:00:00 AM +0000,09:40,BAYVIEW,"ARREST, BOOKED",100 Block of HUBBELL ST,-122.397533193587,37.7671805338449,"(37.7671805338449, -122.397533193587)",8482
1.3098935E8,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,11/22/2013 08:00:00 AM +0000,03:09,MISSION,NONE,1500 Block of BRYANT ST,-122.410659269791,37.7678587878846,"(37.7678587878846, -122.410659269791)",22887
1.36215163E8,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Wednesday,11/13/2013 08:00:00 AM +0000,21:50,NORTHERN,NONE,BROADWAY ST / BUCHANAN ST,-122.431636174802,37.7946834707143,"(37.7946834707143, -122.431636174802)",25815
1.36233466E8,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,12/11/2013 08:00:00 AM +0000,20:30,PARK,NONE,1300 Block of FELL ST,-122.44053499582,37.773651095912,"(37.773651095912, -122.44053499582)",16527
1.30977684E8,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Monday,11/18/2013 08:00:00 AM +0000,14:49,CENTRAL,"ARREST, BOOKED",200 Block of KEARNY ST,-122.403806319724,37.7898405147304,"(37.7898405147304, -122.403806319724)",24150
1.36224506E8,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,11/22/2013 08:00:00 AM +0000,15:35,CENTRAL,NONE,BUSH ST / STOCKTON ST,-122.407152172242,37.7903655795397,"(37.7903655795397, -122.407152172242)",22735
1.40068273E8,OTHER OFFENSES,FALSE EVIDENCE OF VEHICLE REGISTRATION,Thursday,01/23/2014 08:00:00 AM +0000,20:42,TARAVAL,"ARREST, CITED",ULLOA ST / 36TH AV,-122.493775123159,37.7403800206261,"(37.7403800206261, -122.493775123159)",2662
1.31044412E8,NON-CRIMINAL,FOUND PROPERTY,Wednesday,12/11/2013 08:00:00 AM +0000,20:00,INGLESIDE,NONE,0 Block of GLADYS ST,-122.423186046642,37.739103480196,"(37.739103480196, -122.423186046642)",16641
1.31037291E8,WARRANTS,WARRANT ARREST,Monday,12/09/2013 08:00:00 AM +0000,16:15,TENDERLOIN,"ARREST, BOOKED",0 Block of JONES ST,-122.411986160097,37.7811401587919,"(37.7811401587919, -122.411986160097)",17227
1.40019624E8,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Tuesday,01/07/2014 08:00:00 AM +0000,17:35,INGLESIDE,"ARREST, BOOKED",200 Block of PUTNAM ST,-122.411056016964,37.7358596535805,"(37.7358596535805, -122.411056016964)",8488
1.31023773E8,ASSAULT,THREATS AGAINST LIFE,Wednesday,12/04/2013 08:00:00 AM +0000,15:48,INGLESIDE,"ARREST, BOOKED",1600 Block of SUNNYDALE AV,-122.417317579193,37.7122034182789,"(37.7122034182789, -122.417317579193)",18777
1.40060611E8,BURGLARY,"BURGLARY,RESIDENCE UNDER CONSTRT, FORCIBLE ENTRY",Tuesday,01/21/2014 08:00:00 AM +0000,03:30,TARAVAL,NONE,1300 Block of 35TH AV,-122.494146116391,37.7616351609279,"(37.7616351609279, -122.494146116391)",3447
1.31064034E8,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Wednesday,12/18/2013 08:00:00 AM +0000,21:16,TENDERLOIN,"ARREST, BOOKED",FULTON ST / HYDE ST,-122.415127837608,37.7797870676495,"(37.7797870676495, -122.415127837608)",14246
1.31028535E8,NON-CRIMINAL,AIDED CASE,Friday,12/06/2013 08:00:00 AM +0000,10:09,MISSION,PSYCHOPATHIC CASE,0 Block of ROSEMONT PL,-122.425464074282,37.7686116975461,"(37.7686116975461, -122.425464074282)",18244
1.36242489E8,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Tuesday,12/17/2013 08:00:00 AM +0000,00:01,SOUTHERN,NONE,0 Block of HARRIET ST,-122.407184154857,37.7789552011679,"(37.7789552011679, -122.407184154857)",14403
1.30965021E8,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Thursday,11/14/2013 08:00:00 AM +0000,00:01,TARAVAL,"ARREST, BOOKED",1700 Block of LINCOLN WY,-122.476448600325,37.7653757193569,"(37.7653757193569, -122.476448600325)",25699
1.36233228E8,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Wednesday,12/11/2013 08:00:00 AM +0000,20:05,NORTHERN,NONE,VANNESS AV / GOLDEN GATE AV,-122.420439512717,37.7810308461783,"(37.7810308461783, -122.420439512717)",16712
1.40049609E8,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Tuesday,01/07/2014 08:00:00 AM +0000,16:52,CENTRAL,"ARREST, BOOKED",500 Block of BROADWAY ST,-122.40572576978,37.7979520816677,"(37.7979520816677, -122.40572576978)",8332
1.46027237E8,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,01/24/2014 08:00:00 AM +0000,16:00,TENDERLOIN,NONE,OFARRELL ST / STOCKTON ST,-122.406401668335,37.7866144613366,"(37.7866144613366, -122.406401668335)",2462
1.4601246E8,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,01/08/2014 08:00:00 AM +0000,03:00,SOUTHERN,NONE,8TH ST / HOWARD ST,-122.411609760643,37.7762209908405,"(37.7762209908405, -122.411609760643)",7993
1.40054608E8,OTHER OFFENSES,TAMPERING WITH A VEHICLE,Sunday,01/19/2014 08:00:00 AM +0000,10:30,MISSION,"ARREST, CITED",400 Block of DOLORES ST,-122.426188057119,37.7621456736063,"(37.7621456736063, -122.426188057119)",4258
1.40023534E8,VEHICLE THEFT,STOLEN TRUCK,Wednesday,01/08/2014 08:00:00 AM +0000,20:00,NORTHERN,UNFOUNDED,LARKIN ST / GROVE ST,-122.416583456133,37.7786591541508,"(37.7786591541508, -122.416583456133)",8017
1.30953101E8,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,11/10/2013 08:00:00 AM +0000,09:55,INGLESIDE,NONE,100 Block of ALEMANY BL,-122.408158224666,37.7376823901764,"(37.7376823901764, -122.408158224666)",27030
1.400623E8,NON-CRIMINAL,AIDED CASE,Tuesday,01/21/2014 08:00:00 AM +0000,23:00,SOUTHERN,NONE,1000 Block of FOLSOM ST,-122.406232064041,37.7780653223327,"(37.7780653223327, -122.406232064041)",3454
1.31009165E8,TRESPASS,TRESPASSING,Friday,11/29/2013 08:00:00 AM +0000,12:45,RICHMOND,NONE,300 Block of 25TH AV,-122.488173492807,37.7825260256154,"(37.7825260256154, -122.488173492807)",20516
1.40062877E8,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Thursday,01/16/2014 08:00:00 AM +0000,16:40,BAYVIEW,NONE,300 Block of RHODEISLAND ST,-122.40266695407,37.7654130552413,"(37.7654130552413, -122.40266695407)",5329
1.40078476E8,FRAUD,"CREDIT CARD, THEFT BY USE OF",Sunday,01/26/2014 08:00:00 AM +0000,13:30,SOUTHERN,NONE,0 Block of 5TH ST,-122.407492705044,37.7834870040099,"(37.7834870040099, -122.407492705044)",1881
1.40088942E8,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Thursday,01/30/2014 08:00:00 AM +0000,08:30,RICHMOND,NONE,500 Block of 12TH AV,-122.484670660707,37.7786483352633,"(37.7786483352633, -122.484670660707)",467
1.4008839E8,KIDNAPPING,FALSE IMPRISONMENT,Wednesday,01/29/2014 08:00:00 AM +0000,14:00,PARK,JUVENILE BOOKED,2100 Block of TURK ST,-122.445316757506,37.7788061994052,"(37.7788061994052, -122.445316757506)",896
1.40014743E8,BURGLARY,"BURGLARY,RESIDENCE UNDER CONSTRT, FORCIBLE ENTRY",Saturday,01/04/2014 08:00:00 AM +0000,17:34,RICHMOND,NONE,3600 Block of CABRILLO ST,-122.497432029864,37.773725043922,"(37.773725043922, -122.497432029864)",9160
1.40047299E8,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Thursday,01/16/2014 08:00:00 AM +0000,07:40,RICHMOND,NONE,700 Block of ARGUELLO BL,-122.458405741943,37.7767318896307,"(37.7767318896307, -122.458405741943)",5269
1.31076283E8,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Monday,12/23/2013 08:00:00 AM +0000,04:25,CENTRAL,"ARREST, BOOKED",300 Block of BUSH ST,-122.403488794446,37.79079586033,"(37.79079586033, -122.403488794446)",12713
1.30991098E8,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Friday,11/22/2013 08:00:00 AM +0000,17:55,SOUTHERN,"ARREST, BOOKED",1000 Block of MARKET ST,-122.410829668925,37.7819634110828,"(37.7819634110828, -122.410829668925)",22660
1.40033107E8,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Sunday,01/12/2014 08:00:00 AM +0000,14:36,SOUTHERN,NONE,600 Block of MARKET ST,-122.403126181258,37.7878380173293,"(37.7878380173293, -122.403126181258)",6677
1.31014465E8,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Friday,11/29/2013 08:00:00 AM +0000,13:00,SOUTHERN,NONE,800 Block of MARKET ST,-122.407036790381,37.78475328357,"(37.78475328357, -122.407036790381)",20453
1.4003368E8,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Sunday,01/12/2014 08:00:00 AM +0000,18:18,PARK,"ARREST, BOOKED",500 Block of DIVISADERO ST,-122.437859043713,37.7745889207514,"(37.7745889207514, -122.437859043713)",6773
1.31018445E8,RECOVERED VEHICLE,"VEHICLE, RECOVERED, AUTO",Monday,12/02/2013 08:00:00 AM +0000,20:49,TENDERLOIN,"ARREST, BOOKED",500 Block of JONES ST,-122.413124173613,37.7862939982925,"(37.7862939982925, -122.413124173613)",19560
1.31010918E8,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,11/30/2013 08:00:00 AM +0000,02:15,TENDERLOIN,NONE,300 Block of EDDY ST,-122.412601261914,37.783897637404,"(37.783897637404, -122.412601261914)",20123
1.3097727E8,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Monday,11/18/2013 08:00:00 AM +0000,10:35,INGLESIDE,NONE,0 Block of PHELAN AV,-122.452301905725,37.7242916761966,"(37.7242916761966, -122.452301905725)",24205
1.31062624E8,DRUG/NARCOTIC,SALE OF HEROIN,Wednesday,12/18/2013 08:00:00 AM +0000,13:18,TENDERLOIN,"ARREST, BOOKED",LEAVENWORTH ST / GOLDEN GATE AV,-122.413869632554,37.7818621883021,"(37.7818621883021, -122.413869632554)",14115
1.30969835E8,WARRANTS,WARRANT ARREST,Friday,11/15/2013 08:00:00 AM +0000,17:41,PARK,"ARREST, BOOKED",HAIGHT ST / ASHBURY ST,-122.446933310975,37.7700061988358,"(37.7700061988358, -122.446933310975)",25213
1.40016573E8,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Monday,12/16/2013 08:00:00 AM +0000,12:00,INGLESIDE,NONE,0 Block of ELLSWORTH ST,-122.414390506452,37.7417256980749,"(37.7417256980749, -122.414390506452)",15067
1.30940045E8,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,11/05/2013 08:00:00 AM +0000,17:43,SOUTHERN,PSYCHOPATHIC CASE,800 Block of BRYANT ST,-122.403742962696,37.7752316978114,"(37.7752316978114, -122.403742962696)",28924
1.36221762E8,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,11/23/2013 08:00:00 AM +0000,16:45,TENDERLOIN,NONE,LEAVENWORTH ST / OFARRELL ST,-122.414619686906,37.785583058847,"(37.785583058847, -122.414619686906)",22291
1.40084257E8,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Tuesday,01/28/2014 08:00:00 AM +0000,19:00,SOUTHERN,"ARREST, BOOKED",0 Block of RUSS ST,-122.40905317234,37.7794325050396,"(37.7794325050396, -122.40905317234)",957
1.31005129E8,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Wednesday,11/27/2013 08:00:00 AM +0000,15:08,CENTRAL,"ARREST, BOOKED",0 Block of DASHIELL HAMMETT ST,-122.408059355872,37.7904988997478,"(37.7904988997478, -122.408059355872)",21131
1.40072876E8,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Saturday,01/25/2014 08:00:00 AM +0000,09:03,SOUTHERN,NONE,11TH ST / MISSION ST,-122.417104895556,37.7743242867907,"(37.7743242867907, -122.417104895556)",2185
1.30930507E8,WARRANTS,WARRANT ARREST,Saturday,11/02/2013 07:00:00 AM +0000,10:00,MISSION,"ARREST, BOOKED",1400 Block of VALENCIA ST,-122.420483320073,37.7498133986785,"(37.7498133986785, -122.420483320073)",29900
