incidnt_num,category,descript,day_of_week,date,time,pd_district,resolution,address,lon,lat,location,id
1.3093485E8,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Monday,11/04/2013 08:00:00 AM +0000,00:17,RICHMOND,"ARREST, BOOKED",5600 Block of GEARY BL,-122.479651206627,37.7802857239358,"(37.7802857239358, -122.479651206627)",28959
1.46023655E8,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/31/2014 08:00:00 AM +0000,18:00,NORTHERN,NONE,GOUGH ST / FELL ST,-122.422791331024,37.7759512442749,"(37.7759512442749, -122.422791331024)",163
1.31082713E8,OTHER OFFENSES,VIOLATION OF MUNICIPAL POLICE CODE,Saturday,11/30/2013 08:00:00 AM +0000,14:00,SOUTHERN,LOCATED,5TH ST / MARKET ST,-122.408068345148,37.7839916768161,"(37.7839916768161, -122.408068345148)",20102
1.40078567E8,ROBBERY,"ROBBERY, BODILY FORCE",Monday,01/27/2014 08:00:00 AM +0000,04:20,CENTRAL,NONE,600 Block of STOCKTON ST,-122.407303555285,37.7913161789509,"(37.7913161789509, -122.407303555285)",1553
1.31038926E8,BURGLARY,"BURGLARY,BLDG. UNDER CONSTRUCTION, UNLAWFUL ENTRY",Friday,12/06/2013 08:00:00 AM +0000,17:30,CENTRAL,NONE,800 Block of PACIFIC AV,-122.408992244382,37.7965978503022,"(37.7965978503022, -122.408992244382)",18009
1.31048408E8,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,12/13/2013 08:00:00 AM +0000,16:30,NORTHERN,PSYCHOPATHIC CASE,0 Block of IVY ST,-122.418971392251,37.7778980873986,"(37.7778980873986, -122.418971392251)",16079
1.40018632E8,MISSING PERSON,MISSING ADULT,Monday,01/06/2014 08:00:00 AM +0000,17:00,MISSION,LOCATED,100 Block of GUERRERO ST,-122.424419538962,37.7685043050501,"(37.7685043050501, -122.424419538962)",8730
1.31092217E8,ASSAULT,THREATS AGAINST LIFE,Sunday,12/29/2013 08:00:00 AM +0000,12:15,BAYVIEW,NONE,300 Block of BAY SHORE BL,-122.406079904472,37.7419895120804,"(37.7419895120804, -122.406079904472)",11367
1.40046188E8,DRUG/NARCOTIC,SALE OF MARIJUANA,Thursday,01/16/2014 08:00:00 AM +0000,16:11,SOUTHERN,"ARREST, BOOKED",900 Block of MARKET ST,-122.409003439844,37.7832957590851,"(37.7832957590851, -122.409003439844)",5343
1.31009886E8,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,11/29/2013 08:00:00 AM +0000,17:30,BAYVIEW,"ARREST, CITED",1200 Block of INDIANA ST,-122.390870600813,37.7551039088868,"(37.7551039088868, -122.390870600813)",20366
1.30951989E8,ROBBERY,"ROBBERY, BODILY FORCE",Saturday,11/09/2013 08:00:00 AM +0000,19:50,SOUTHERN,NONE,1300 Block of MARKET ST,-122.41628227411,37.7774556073884,"(37.7774556073884, -122.41628227411)",27495
1.310072E8,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,11/28/2013 08:00:00 AM +0000,08:30,SOUTHERN,NONE,1100 Block of HARRISON ST,-122.407031007377,37.7749833734472,"(37.7749833734472, -122.407031007377)",20762
1.4001829E8,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,01/07/2014 08:00:00 AM +0000,10:40,SOUTHERN,NONE,3RD ST / FOLSOM ST,-122.398932711095,37.7837848211584,"(37.7837848211584, -122.398932711095)",8465
1.31014863E8,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Sunday,12/01/2013 08:00:00 AM +0000,17:15,MISSION,"ARREST, CITED",2000 Block of MARKET ST,-122.426893114012,37.7691618401946,"(37.7691618401946, -122.426893114012)",19865
1.40086112E8,KIDNAPPING,"KIDNAPPING, ADULT VICTIM",Wednesday,01/29/2014 08:00:00 AM +0000,00:01,BAYVIEW,NONE,JAMESTOWN AV / JENNINGS ST,-122.395431410481,37.7195579165862,"(37.7195579165862, -122.395431410481)",673
1.30954369E8,NON-CRIMINAL,FOUND PROPERTY,Sunday,11/10/2013 08:00:00 AM +0000,18:45,INGLESIDE,NONE,0 Block of SGTJOHNVYOUNG LN,-122.446245077058,37.7249337972772,"(37.7249337972772, -122.446245077058)",26994
1.31006371E8,MISSING PERSON,MISSING ADULT,Thursday,11/28/2013 08:00:00 AM +0000,12:05,MISSION,LOCATED,3500 Block of CESAR CHAVEZ ST,-122.420886575514,37.7480661948618,"(37.7480661948618, -122.420886575514)",20735
1.40004471E8,FRAUD,FRAUDULENT USE OF AUTOMATED TELLER CARD,Tuesday,12/31/2013 08:00:00 AM +0000,12:00,MISSION,NONE,24TH ST / BRYANT ST,-122.409131939489,37.7527969985584,"(37.7527969985584, -122.409131939489)",10574
1.31014603E8,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,12/01/2013 08:00:00 AM +0000,11:00,RICHMOND,NONE,400 Block of 6TH AV,-122.464337779551,37.7798376142327,"(37.7798376142327, -122.464337779551)",19671
1.40079678E8,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Monday,01/27/2014 08:00:00 AM +0000,07:30,TARAVAL,NONE,2000 Block of 21ST AV,-122.478481010407,37.7502802850481,"(37.7502802850481, -122.478481010407)",1369
1.31096253E8,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Monday,12/30/2013 08:00:00 AM +0000,18:15,SOUTHERN,NONE,0 Block of UNITEDNATIONS PZ,-122.414965642852,37.779817117174,"(37.779817117174, -122.414965642852)",11011
1.40094717E8,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Friday,01/31/2014 08:00:00 AM +0000,17:30,NORTHERN,NONE,MYRTLE ST / LARKIN ST,-122.417999278691,37.7856407526644,"(37.7856407526644, -122.417999278691)",157
1.36236147E8,NON-CRIMINAL,LOST PROPERTY,Tuesday,12/10/2013 08:00:00 AM +0000,18:00,NORTHERN,NONE,3500 Block of BAKER ST,-122.4468738731,37.8033020736518,"(37.8033020736518, -122.4468738731)",17046
1.31092706E8,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,12/29/2013 08:00:00 AM +0000,13:45,TENDERLOIN,"ARREST, BOOKED",200 Block of JONES ST,-122.412531161988,37.7833798981625,"(37.7833798981625, -122.412531161988)",11164
1.40084326E8,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,01/17/2014 08:00:00 AM +0000,22:51,NORTHERN,NONE,800 Block of GOLDEN GATE AV,-122.42383454232,37.780709387011,"(37.780709387011, -122.42383454232)",4905
1.40068079E8,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,01/23/2014 08:00:00 AM +0000,19:22,MISSION,PSYCHOPATHIC CASE,2500 Block of MISSION ST,-122.419010650879,37.7567036303223,"(37.7567036303223, -122.419010650879)",2871
1.40093684E8,NON-CRIMINAL,FOUND PROPERTY,Thursday,01/30/2014 08:00:00 AM +0000,13:45,MISSION,NONE,600 Block of VALENCIA ST,-122.421737705281,37.7629080944622,"(37.7629080944622, -122.421737705281)",524
1.31041703E8,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Tuesday,12/10/2013 08:00:00 AM +0000,09:30,TENDERLOIN,NONE,100 Block of TURK ST,-122.411829002775,37.7830448326501,"(37.7830448326501, -122.411829002775)",17027
1.31002664E8,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Tuesday,11/26/2013 08:00:00 AM +0000,16:45,TENDERLOIN,NONE,100 Block of LEAVENWORTH ST,-122.414024907287,37.7824235157826,"(37.7824235157826, -122.414024907287)",21306
1.40014389E8,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,01/06/2014 08:00:00 AM +0000,07:15,CENTRAL,NONE,STOCKTON ST / VALLEJO ST,-122.408809960454,37.7985712126675,"(37.7985712126675, -122.408809960454)",8809
1.31075934E8,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Sunday,12/22/2013 08:00:00 AM +0000,22:06,TARAVAL,"ARREST, BOOKED",600 Block of LINCOLN WY,-122.464313641816,37.7659810834509,"(37.7659810834509, -122.464313641816)",13073
1.40001762E8,WEAPON LAWS,POSS OF LOADED FIREARM,Wednesday,01/01/2014 08:00:00 AM +0000,14:32,BAYVIEW,"ARREST, BOOKED",0 Block of DAKOTA ST,-122.396311721534,37.7543538198062,"(37.7543538198062, -122.396311721534)",10427
1.36213816E8,NON-CRIMINAL,LOST PROPERTY,Wednesday,11/06/2013 08:00:00 AM +0000,16:15,CENTRAL,NONE,500 Block of CALIFORNIA ST,-122.402794027232,37.7928819034396,"(37.7928819034396, -122.402794027232)",28316
1.31013699E8,NON-CRIMINAL,LOST PROPERTY,Saturday,11/30/2013 08:00:00 AM +0000,02:00,MISSION,NONE,200 Block of DOLORES ST,-122.42651823869,37.7655932709923,"(37.7655932709923, -122.42651823869)",20264
1.30956086E8,BURGLARY,"BURGLARY,RESIDENCE UNDER CONSTRT, FORCIBLE ENTRY",Sunday,11/10/2013 08:00:00 AM +0000,18:00,BAYVIEW,NONE,900 Block of RHODEISLAND ST,-122.402085569858,37.7582833722335,"(37.7582833722335, -122.402085569858)",26911
1.4001308E8,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,01/05/2014 08:00:00 AM +0000,15:35,BAYVIEW,"ARREST, CITED",1000 Block of OAKDALE AV,-122.380374287186,37.7289508183133,"(37.7289508183133, -122.380374287186)",8896
1.30979486E8,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,11/18/2013 08:00:00 AM +0000,22:00,SOUTHERN,NONE,1000 Block of BRANNAN ST,-122.406989440805,37.770013440614,"(37.770013440614, -122.406989440805)",24128
1.46020805E8,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,01/16/2014 08:00:00 AM +0000,18:20,BAYVIEW,NONE,2400 Block of 3RD ST,-122.388237724007,37.7585576470482,"(37.7585576470482, -122.388237724007)",5214
1.31095841E8,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Wednesday,12/25/2013 08:00:00 AM +0000,07:41,TARAVAL,NONE,4100 Block of OCEAN AV,-122.488421102862,37.7321080382522,"(37.7321080382522, -122.488421102862)",12447
1.40045102E8,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,01/14/2014 08:00:00 AM +0000,01:33,TARAVAL,NONE,12TH AV / JUDAH ST,-122.469391470519,37.7620323126552,"(37.7620323126552, -122.469391470519)",6203
1.40032507E8,ASSAULT,THREATS AGAINST LIFE,Sunday,01/12/2014 08:00:00 AM +0000,06:20,BAYVIEW,NONE,0 Block of GARLINGTON CT,-122.384414883666,37.7322837410903,"(37.7322837410903, -122.384414883666)",6576
1.31046496E8,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,12/12/2013 08:00:00 AM +0000,19:00,NORTHERN,NONE,TURK ST / VANNESS AV,-122.420641893733,37.7819608221837,"(37.7819608221837, -122.420641893733)",16285
1.3096755E8,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,11/14/2013 08:00:00 AM +0000,19:30,SOUTHERN,NONE,BRANNAN ST / RITCH ST,-122.394843884059,37.7796643336356,"(37.7796643336356, -122.394843884059)",25478
1.31022305E8,EXTORTION,ATTEMPTED EXTORTION,Tuesday,12/03/2013 08:00:00 AM +0000,21:30,TARAVAL,NONE,800 Block of QUINTARA ST,-122.474213042801,37.7486928667198,"(37.7486928667198, -122.474213042801)",19075
1.30997961E8,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Monday,11/25/2013 08:00:00 AM +0000,00:52,BAYVIEW,"ARREST, BOOKED",8TH ST / IRWIN ST,-122.399679247863,37.7666952934378,"(37.7666952934378, -122.399679247863)",21630
1.31090211E8,OTHER OFFENSES,RESISTING ARREST,Saturday,12/28/2013 08:00:00 AM +0000,16:30,SOUTHERN,"ARREST, BOOKED",5TH ST / MARKET ST,-122.408068345148,37.7839916768161,"(37.7839916768161, -122.408068345148)",11664
1.31046913E8,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,12/12/2013 08:00:00 AM +0000,01:44,NORTHERN,NONE,1000 Block of FRANCISCO ST,-122.422259739561,37.8035762194479,"(37.8035762194479, -122.422259739561)",16291
1.40022003E8,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Wednesday,01/08/2014 08:00:00 AM +0000,15:00,SOUTHERN,"ARREST, BOOKED",900 Block of MARKET ST,-122.409003439844,37.7832957590851,"(37.7832957590851, -122.409003439844)",8095
1.31036635E8,WEAPON LAWS,POSSESSION OF AIR GUN,Monday,12/09/2013 08:00:00 AM +0000,12:13,SOUTHERN,NONE,400 Block of BRYANT ST,-122.393923745309,37.7827928899033,"(37.7827928899033, -122.393923745309)",17196
1.30966609E8,FRAUD,"CREDIT CARD, THEFT BY USE OF",Tuesday,11/12/2013 08:00:00 AM +0000,20:00,PARK,NONE,0 Block of CARL ST,-122.448536318334,37.7660921832674,"(37.7660921832674, -122.448536318334)",26181
1.30970014E8,ROBBERY,"ROBBERY, BODILY FORCE",Friday,11/15/2013 08:00:00 AM +0000,17:11,TENDERLOIN,NONE,TURK ST / LEAVENWORTH ST,-122.414056291891,37.7827931071006,"(37.7827931071006, -122.414056291891)",25123
1.30976567E8,TRESPASS,TRESPASSING,Monday,11/18/2013 08:00:00 AM +0000,08:50,MISSION,NONE,2100 Block of MARKET ST,-122.430162225331,37.7665961383581,"(37.7665961383581, -122.430162225331)",24156
1.40025007E8,NON-CRIMINAL,PROPERTY FOR IDENTIFICATION,Thursday,01/09/2014 08:00:00 AM +0000,14:00,RICHMOND,"ARREST, BOOKED",2400 Block of POST ST,-122.442486477315,37.7839945630586,"(37.7839945630586, -122.442486477315)",7599
1.30945813E8,ASSAULT,BATTERY,Thursday,11/07/2013 08:00:00 AM +0000,16:00,NORTHERN,NONE,1800 Block of FILLMORE ST,-122.433500521472,37.7870006115296,"(37.7870006115296, -122.433500521472)",27909
1.31026802E8,WARRANTS,WARRANT ARREST,Thursday,12/05/2013 08:00:00 AM +0000,17:17,TENDERLOIN,"ARREST, BOOKED",TURK ST / HYDE ST,-122.415694922134,37.7825851968467,"(37.7825851968467, -122.415694922134)",18574
1.31012679E8,LIQUOR LAWS,CONSUMING ALCOHOL IN PUBLIC VIEW,Saturday,11/30/2013 08:00:00 AM +0000,20:20,MISSION,"ARREST, BOOKED",100 Block of ALBION ST,-122.422677375784,37.7644562461698,"(37.7644562461698, -122.422677375784)",20136
1.30997579E8,BURGLARY,"BURGLARY,RESIDENCE UNDER CONSTRT, FORCIBLE ENTRY",Sunday,11/24/2013 08:00:00 AM +0000,08:00,NORTHERN,NONE,400 Block of OAK ST,-122.426872233428,37.7743623100311,"(37.7743623100311, -122.426872233428)",21975
1.31015457E8,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,12/01/2013 08:00:00 AM +0000,16:40,NORTHERN,NONE,300 Block of ELM ST,-122.423405083674,37.7812431208924,"(37.7812431208924, -122.423405083674)",19866
1.40099682E8,FORGERY/COUNTERFEITING,"FORGERY, NOTES",Wednesday,11/13/2013 08:00:00 AM +0000,00:01,INGLESIDE,NONE,0 Block of LAIDLEY ST,-122.431859187657,37.741182784433,"(37.741182784433, -122.431859187657)",25897
1.30947847E8,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Thursday,11/07/2013 08:00:00 AM +0000,20:10,TARAVAL,NONE,3200 Block of 20TH AV,-122.476011600296,37.7290910125539,"(37.7290910125539, -122.476011600296)",27960
1.40100057E8,VEHICLE THEFT,STOLEN MOTORCYCLE,Friday,01/31/2014 08:00:00 AM +0000,02:00,NORTHERN,NONE,400 Block of FULTON ST,-122.424512784133,37.7785663034337,"(37.7785663034337, -122.424512784133)",115
1.31067652E8,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,12/20/2013 08:00:00 AM +0000,01:32,TARAVAL,"ARREST, CITED",JUNIPERO SERRA BL / 19TH AV,-122.472570418291,37.7171734075621,"(37.7171734075621, -122.472570418291)",13601
1.31050005E8,BURGLARY,"BURGLARY OF FLAT, UNLAWFUL ENTRY",Friday,11/22/2013 08:00:00 AM +0000,15:00,NORTHERN,NONE,1500 Block of CALIFORNIA ST,-122.419447140304,37.7906246743858,"(37.7906246743858, -122.419447140304)",22629
1.40089401E8,MISSING PERSON,FOUND PERSON,Thursday,01/30/2014 08:00:00 AM +0000,16:58,MISSION,LOCATED,900 Block of POTRERO AV,-122.406662657485,37.7568815847062,"(37.7568815847062, -122.406662657485)",497
1.46007223E8,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,01/09/2014 08:00:00 AM +0000,01:00,NORTHERN,NONE,CALIFORNIA ST / OCTAVIA ST,-122.427263987591,37.7897418971671,"(37.7897418971671, -122.427263987591)",7640
1.30963893E8,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,11/13/2013 08:00:00 AM +0000,18:30,NORTHERN,NONE,VANNESS AV / FERN ST,-122.421861006168,37.7880116318962,"(37.7880116318962, -122.421861006168)",25936
1.31020218E8,WARRANTS,ENROUTE TO U.S. MARSHALL,Tuesday,12/03/2013 08:00:00 AM +0000,12:54,CENTRAL,"ARREST, BOOKED",0 Block of WENTWORTH PL,-122.40607466061,37.795537034577,"(37.795537034577, -122.40607466061)",19153
1.4601204E8,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/17/2014 08:00:00 AM +0000,17:00,SOUTHERN,NONE,10TH ST / MINNA ST,-122.415374135884,37.7748441181386,"(37.7748441181386, -122.415374135884)",4921
1.36225639E8,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,11/29/2013 08:00:00 AM +0000,22:00,INGLESIDE,NONE,300 Block of TEDDY AV,-122.410556170465,37.7155734424524,"(37.7155734424524, -122.410556170465)",20404
1.31034338E8,ROBBERY,"ROBBERY, BODILY FORCE",Sunday,12/08/2013 08:00:00 AM +0000,15:30,BAYVIEW,"ARREST, BOOKED",600 Block of JAMESTOWN AV,-122.387928159467,37.7135278479562,"(37.7135278479562, -122.387928159467)",17469
1.31002545E8,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,11/26/2013 08:00:00 AM +0000,16:30,CENTRAL,NONE,500 Block of BAY ST,-122.416338156612,37.8052463565344,"(37.8052463565344, -122.416338156612)",21325
1.30992585E8,OTHER OFFENSES,INJURY TO TELEGRAPH/TELEPHONE LINES,Saturday,11/23/2013 08:00:00 AM +0000,04:30,SOUTHERN,NONE,0 Block of MISSION ST,-122.392696619361,37.793663800544,"(37.793663800544, -122.392696619361)",22153
1.31041816E8,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Monday,12/09/2013 08:00:00 AM +0000,14:00,SOUTHERN,NONE,300 Block of 2ND ST,-122.396632122566,37.7855305311338,"(37.7855305311338, -122.396632122566)",17224
1.31028284E8,ASSAULT,BATTERY,Friday,12/06/2013 08:00:00 AM +0000,07:30,TARAVAL,NONE,1900 Block of 35TH AV,-122.493367959224,37.7505175554827,"(37.7505175554827, -122.493367959224)",18160
1.31072178E8,NON-CRIMINAL,COURTESY REPORT,Saturday,12/21/2013 08:00:00 AM +0000,10:00,RICHMOND,UNFOUNDED,400 Block of 39TH AV,-122.499649336468,37.7802033520332,"(37.7802033520332, -122.499649336468)",13301
1.40000968E8,MISSING PERSON,MISSING JUVENILE,Tuesday,12/31/2013 08:00:00 AM +0000,19:30,BAYVIEW,LOCATED,0 Block of TURNER TR,-122.39528140355,37.7567526067782,"(37.7567526067782, -122.39528140355)",10629
1.31030035E8,ROBBERY,ROBBERY ON THE STREET WITH A GUN,Friday,12/06/2013 08:00:00 AM +0000,19:10,TENDERLOIN,NONE,HYDE ST / FULTON ST,-122.415127837608,37.7797870676495,"(37.7797870676495, -122.415127837608)",18207
1.31017754E8,OTHER OFFENSES,RESISTING ARREST,Monday,12/02/2013 08:00:00 AM +0000,16:21,BAYVIEW,"ARREST, CITED",900 Block of CONNECTICUT ST,-122.398282182972,37.7537708807972,"(37.7537708807972, -122.398282182972)",19587
1.46015969E8,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,01/21/2014 08:00:00 AM +0000,13:00,CENTRAL,NONE,HYDE ST / FILBERT ST,-122.41923563896,37.8001325425188,"(37.8001325425188, -122.41923563896)",3470
1.31056285E8,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Monday,12/16/2013 08:00:00 AM +0000,12:00,NORTHERN,NONE,2700 Block of DIVISADERO ST,-122.441929646859,37.7947550340297,"(37.7947550340297, -122.441929646859)",14924
1.40023459E8,MISSING PERSON,MISSING ADULT,Sunday,01/05/2014 08:00:00 AM +0000,18:00,BAYVIEW,LOCATED,1600 Block of MCKINNON AV,-122.389626428252,37.7362255092732,"(37.7362255092732, -122.389626428252)",8864
1.36233068E8,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Saturday,11/23/2013 08:00:00 AM +0000,17:00,BAYVIEW,NONE,2100 Block of MARIPOSA ST,-122.404374153813,37.7633472856614,"(37.7633472856614, -122.404374153813)",22312
1.30955737E8,VEHICLE THEFT,STOLEN MOTORCYCLE,Friday,11/08/2013 08:00:00 AM +0000,08:00,BAYVIEW,NONE,RHODEISLAND ST / 22ND ST,-122.401590336879,37.7545698243644,"(37.7545698243644, -122.401590336879)",27660
1.40013682E8,BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",Saturday,01/04/2014 08:00:00 AM +0000,20:00,CENTRAL,NONE,1000 Block of LEAVENWORTH ST,-122.415598576043,37.7906507077689,"(37.7906507077689, -122.415598576043)",9240
1.36221289E8,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,11/22/2013 08:00:00 AM +0000,22:00,NORTHERN,NONE,OLIVE ST / VANNESS AV,-122.421096796936,37.7842937802977,"(37.7842937802977, -122.421096796936)",22657
1.46017915E8,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,01/24/2014 08:00:00 AM +0000,15:00,TARAVAL,NONE,1400 Block of LA PLAYA ST,-122.508935466738,37.7593190454682,"(37.7593190454682, -122.508935466738)",2526
1.40003285E8,VEHICLE THEFT,STOLEN TRUCK,Tuesday,12/31/2013 08:00:00 AM +0000,14:00,INGLESIDE,NONE,400 Block of 30TH ST,-122.429704420146,37.7419385255342,"(37.7419385255342, -122.429704420146)",10525
1.40009114E8,WEAPON LAWS,EXHIBITING DEADLY WEAPON IN A THREATING MANNER,Friday,01/03/2014 08:00:00 AM +0000,22:50,NORTHERN,NONE,POLK ST / GEARY ST,-122.419739837805,37.7858926099715,"(37.7858926099715, -122.419739837805)",9712
1.40071317E8,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,01/24/2014 08:00:00 AM +0000,18:30,SOUTHERN,"ARREST, CITED",5TH ST / MISSION ST,-122.406481972743,37.7827317884887,"(37.7827317884887, -122.406481972743)",2348
1.31012209E8,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,11/30/2013 08:00:00 AM +0000,15:29,TENDERLOIN,JUVENILE ADMONISHED,100 Block of STOCKTON ST,-122.406457149318,37.7871053771774,"(37.7871053771774, -122.406457149318)",20114
1.30978864E8,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Monday,11/18/2013 08:00:00 AM +0000,22:13,NORTHERN,"ARREST, BOOKED",1100 Block of TURK ST,-122.427726980402,37.7810873902228,"(37.7810873902228, -122.427726980402)",24115
1.40121401E8,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Monday,11/04/2013 08:00:00 AM +0000,13:00,TARAVAL,NONE,2100 Block of IRVING ST,-122.480881913786,37.7633621521708,"(37.7633621521708, -122.480881913786)",29224
1.31053601E8,ROBBERY,ATTEMPTED ROBBERY WITH BODILY FORCE,Sunday,12/15/2013 08:00:00 AM +0000,15:14,NORTHERN,NONE,1800 Block of GEARY BL,-122.432987255153,37.7843105592355,"(37.7843105592355, -122.432987255153)",15100
1.31017033E8,ROBBERY,ATTEMPTED ROBBERY CHAIN STORE WITH A GUN,Monday,12/02/2013 08:00:00 AM +0000,12:20,SOUTHERN,"ARREST, BOOKED",1600 Block of MARKET ST,-122.421799428248,37.7731973057375,"(37.7731973057375, -122.421799428248)",19393
1.40067156E8,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,01/23/2014 08:00:00 AM +0000,02:15,NORTHERN,NONE,1800 Block of WASHINGTON ST,-122.422905408648,37.7930793694423,"(37.7930793694423, -122.422905408648)",2937
1.36231448E8,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,11/30/2013 08:00:00 AM +0000,19:00,INGLESIDE,NONE,3100 Block of FOLSOM ST,-122.413504660298,37.747940344234,"(37.747940344234, -122.413504660298)",19942
1.40057709E8,MISSING PERSON,MISSING JUVENILE,Monday,01/20/2014 08:00:00 AM +0000,13:30,MISSION,LOCATED,600 Block of VALENCIA ST,-122.421833621035,37.7629021862077,"(37.7629021862077, -122.421833621035)",3834
1.40034202E8,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Sunday,01/12/2014 08:00:00 AM +0000,22:02,NORTHERN,"ARREST, BOOKED",CHESTNUT ST / FRANKLIN ST,-122.42637926316,37.8020707508675,"(37.8020707508675, -122.42637926316)",6834
1.46003118E8,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Tuesday,12/31/2013 08:00:00 AM +0000,22:00,NORTHERN,NONE,3100 Block of LYON ST,-122.447419165769,37.7999670725115,"(37.7999670725115, -122.447419165769)",10526
1.30976498E8,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Sunday,11/17/2013 08:00:00 AM +0000,12:45,TARAVAL,NONE,1400 Block of LA PLAYA ST,-122.508990938903,37.7587150696399,"(37.7587150696399, -122.508990938903)",24399
1.30992416E8,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Saturday,11/23/2013 08:00:00 AM +0000,01:30,CENTRAL,"ARREST, BOOKED",600 Block of BROADWAY ST,-122.407241459486,37.7979066864874,"(37.7979066864874, -122.407241459486)",22283
1.31063779E8,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,12/17/2013 08:00:00 AM +0000,13:30,BAYVIEW,NONE,OAKDALE AV / BALDWIN CT,-122.381400971393,37.7294904424423,"(37.7294904424423, -122.381400971393)",14506
1.31020246E8,ASSAULT,THREATS AGAINST LIFE,Tuesday,12/03/2013 08:00:00 AM +0000,12:00,MISSION,NONE,1800 Block of MISSION ST,-122.419787009579,37.7666882827564,"(37.7666882827564, -122.419787009579)",19037
1.30942057E8,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,11/04/2013 08:00:00 AM +0000,05:42,BAYVIEW,NONE,100 Block of CLEORAND AV,-122.371171286011,37.7288951257337,"(37.7288951257337, -122.371171286011)",28957
1.31005674E8,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Wednesday,11/27/2013 08:00:00 AM +0000,14:30,PARK,NONE,2600 Block of GEARY BL,-122.447204009307,37.7823643134491,"(37.7823643134491, -122.447204009307)",20896
1.30971915E8,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,11/16/2013 08:00:00 AM +0000,13:41,SOUTHERN,"ARREST, CITED",800 Block of BRYANT ST,-122.403742962696,37.7752316978114,"(37.7752316978114, -122.403742962696)",24963
